NAME,ISIN,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
YOKOGAWA ELECTRIC,JP3955000009,,,,,,,,,,,,,,,,82745.0,83433.0,77326.0,71790.0,69470.0,68871.0,64770.0,61935.0,60444.0,56380.0,62041.0,60558.0
RAKUTEN GROUP,JP3967200001,,,,,,,,,,,,,,,,,7449.0,7266.0,8285.0,23051.6,65235.0,93192.0,241308.0,307140.0,337224.0,,
RICOH,JP3973400009,,,,,,,,,,,,256500.0,261600.0,278500.0,278500.0,307500.0,337500.0,286500.0,275700.0,266600.0,232900.0,255700.0,214593.0,223819.0,218331.0,205866.0,
RINNAI,JP3977400005,,,,,,,,,,,,,,,29119.99,,,36006.0,61843.0,67977.0,76522.0,69641.0,70604.0,68563.0,68163.0,64457.0,
LAWSON DEAD - DELIST.24/07/24,JP3982100004,,,,,,,,,,,,21753.0,15920.0,14049.1,14464.0,16000.0,75900.0,21800.0,25300.0,26300.0,26800.0,23200.0,980700.0,1027500.0,896800.0,988797.0,
ROHM,JP3982800009,,,,,,,,,,,,,,,532545.0,791692.0,520899.0,515335.0,530081.0,559484.3,840162.0,787392.0,769234.0,780811.0,601299.0,464414.0,407497.0
WACOAL HDG.,JP3992400006,,,,,,,,,,,,,,,,,,,,,,4658.0,4103.0,4369.0,4179.0,4245.0,
ASMPT,KYG0535Q1331,,,,,,,,,,,,,,,,,,164000.0,167300.0,151300.0,137000.0,144200.0,74500.0,62100.0,45800.0,54400.0,
CHINA RESOURCES LAND,KYG2108Y1052,,,,,,,,,,,,,,,,,,21873.5,,,,,,420592.32,437549.97,460633.2,
CHINA MENGNIU DAIRY,KYG210961051,,,,,,,,,,,,,,,,,,,,,950000.0,1060000.0,1100000.0,1172000.0,1152900.0,1016700.0,
CK HUTCHISON HOLDINGS,KYG217651051,,,,,,,,,,,,,,,,,,855030.0,3440235.0,3121940.0,3178698.0,2954602.0,2828481.0,2572148.0,2524037.0,2506468.0,
KINGBOARD HOLDINGS,KYG525621408,,,,,,,,,,,,,,,,,,,,,2035090.3,1344947.2,2450210.0,2393066.9,2196959.9,2349037.5,
LEE & MAN PAPER MNFG.,KYG5427W1309,,,,,,,,,,,,,,,,,,,,,,,,0.0,39660.18,22687.56,
LIFESTYLE INTL.HDG. DEAD - DELIST.21/12/22,KYG548561284,,,,,,,,,,,,,,,,,,16568.6,15957.95,17927.61,17613.56,17173.86,15110.62,,,,
WANT WANT CHINA HOLDINGS,KYG9431R1039,,,,,,,,,,,,,,,,,,,,,,,,346750.0,302314.53,279557.06,260146.19
GOLDEN AGRI-RESOURCES,MU0117U00026,,,,,,,,,,,,,,,,,,,,,287227.0,285248.0,342766.0,333725.0,335173.0,366374.0,
AUCKLAND INTL.AIRPORT,NZAIAE0002S6,,,,,,,,6555.0,6585.0,6833.0,5665.0,5592.0,5904.0,6204.0,5456.0,4307.0,5086.0,,,,3423.0,3224.0,3031.0,3007.0,2231.0,2341.0,3483.0
AIR NEW ZEALAND,NZAIRE0001S2,,,,,,,,,,,,,,,,,5543.0,3636.0,2624.0,3044.0,3098.0,2832.0,2720.0,2736.0,3357.0,2049.0,2598.0
CONTACT ENERGY,NZCENE0001S6,,,,,,,,,,,737.0,594.0,,,,,,,,1397.0,1374.0,1258.0,1303.0,1399.0,1957.0,975.0,
FLETCHER BUILDING,NZFBUE0001S0,,,,,,,383403.0,383193.0,403755.0,,,376541.0,354133.0,416936.0,444075.0,,,741666.6,700000.0,303000.0,290000.0,275000.0,266000.0,259000.0,239000.0,217000.0,
SKY CITY ENTM.GP.,NZSKCE0001S2,,,,,,,,,,,,,,,,,12207.0,12105.0,11075.0,10629.0,10367.0,8955.0,11556.0,9355.0,8512.0,7402.45,7498.23
SPARK NEW ZEALAND,NZTELE0001S4,,,,,,,,,50453.0,43478.0,42241.0,,,31439.0,,26405.0,28171.0,,13400.0,16200.0,16800.0,15836.0,19319.0,16318.0,10301.0,11684.0,15980.0
VENTURE CORPORATION,SG0531000230,,,,,,,,,,,,,,,,,,,,61295.0,66080.0,63354.0,66158.0,93162.0,85251.0,,
JARDINE CYC.& CARR.,SG1B51001017,,,,,,,,,,,,,,,,,,,,,425900.0,389100.0,444232.0,527000.0,552600.0,566500.0,
SINGAPORE TECHS.ENGR.,SG1F60858221,,,,,,,,,,,,,,59979.0,61650.0,59719.0,55990.0,81100.0,76600.0,72000.0,68700.0,83000.0,78000.0,73000.0,78000.0,77000.0,
SEATRIUM,SGXE34184239,,,,,,,,,,,,73804.0,79231.0,87948.0,64409.0,83934.0,82860.0,73305.0,72738.0,72060.0,97336.0,75788.0,81381.0,62454.0,109117.0,,
SINGAPORE EXCHANGE,SG1J26887955,,,,,,,,,,,,,1334.0,,,,,,,,3585.0,4352.0,3763.0,3469.0,3568.0,3947.0,3635.0
DBS GROUP HOLDINGS,SG1L01001701,,,,,,,,,,,,,,,,46892.0,47205.0,45307.0,57077.0,49686.0,42310.0,40724.0,37119.0,47835.0,45797.0,50889.0,
UNITED OVERSEAS BANK,SG1M31001969,,,,,,,,,,,,,,,,,,67810.0,74100.0,71700.0,71300.0,68800.0,,69300.0,70200.0,73700.0,
CAPITALAND INTEG. COML. TST.,SG1M51904654,,,,,,,,,,,,,,,,,,,,,71807.0,62126.0,62646.0,64906.0,64272.0,65692.0,
CAPITALAND ASCENDAS REIT,SG1M77906915,,,,,,,,,,,,,,,,,,,,,,,,54414.0,55865.0,56138.0,
COMFORTDELGRO CORPORATION,SG1N31909426,,,,,,,,,,,,,,,,,,,168431.0,201185.0,206028.0,183173.0,194556.0,209059.0,231833.0,,
SINGAPORE PRESS HDG. DEAD - DELIST.13/05/22,SG1P66918738,,,,,,,,,,,,,,,,,,,53392.09,49403.96,48540.0,45180.0,45746.0,,,,
SEMBCORP INDUSTRIES,SG1R50925390,,,,,,,,,,,,73804.0,79231.0,87948.0,71252.0,,,,141600.0,255200.0,304800.0,224800.0,229900.0,163100.0,288100.0,233700.0,
CITY DEVELOPMENTS,SG1R89002252,,,,,,,31927.34,33756.84,36065.0,,30846.0,34140.0,31532.0,32238.0,30561.0,22428.0,307073.0,299769.0,163755.0,158967.0,16520.0,13589.0,12640.0,11945.0,11359.0,27371.0,
OVERSEA-CHINESE BKG.,SG1S04926220,,,,,,,,,,,,,,,,,,36101.0,38216.0,47880.0,71361.0,66470.0,67636.0,63811.0,68334.0,68391.0,
COSCO SHIPPING INTERNATIONAL,SG1S76928401,,,,,,,,,,,,,,,,,,,,,,,,,4038.7,3931.41,
UOL GROUP,SG1S83002349,,,,,,,,,,,,,,,,,,,,45596.0,38704.0,32365.0,31537.0,32842.0,32031.0,33064.0,
FRASER AND NEAVE,SG1T58930911,,,,,,,,,,,,,,,,,,,51895.0,53460.0,86523.94,71710.0,71990.0,71650.0,65940.0,65320.0,
SINGAPORE TELECOM,SG1T75931496,,,,,,,,,,,,,,,,,539402.0,557665.0,563728.0,563727.0,556442.0,581611.0,540699.0,534233.0,477621.0,470282.0,
KEPPEL,SG1U68934629,,,,,,,,,,,251477.0,198943.0,195835.0,284500.0,324487.0,270177.0,233127.0,224146.0,152344.0,155503.0,142558.0,129838.0,128494.0,112584.0,65831.0,54602.0,
SINGAPORE AIRLINES,SG1V61937297,,,,,,,,,,,,,31370.0,31705.0,29284.0,43217.0,40446.0,28404.0,26675.0,26511.0,26278.0,11687.0,8484.0,8608.0,10007.0,11008.0,
OUE,SG2B80958517,,,,,,,,,,,,,,,,,,,,,25945.0,25647.0,25229.0,44998.6,48241.6,48237.5,
FLEX,SG9999000020,,,,,,,,,,,,1251884.0,1361889.0,1384120.0,1095360.0,1171473.0,872582.0,862720.0,865993.0,799132.0,822750.0,724465.0,639217.0,658024.0,660906.0,642598.0,588423.0
XP POWER (DI),SG9999003735,,,,,,,,,,,,,,,,,,,,,5379.0,6351.0,6048.0,6481.0,6396.0,5186.0,
GENTING SINGAPORE,SGXE21576413,,,,,,,,,,,,,,108000.0,113500.0,111800.0,104200.0,100700.0,97050.0,94830.0,87857.23,63209.0,64374.0,61245.0,69593.0,71077.0,
OLAM GROUP,SGXE65760014,,,,,,,,,,,,,,,,,,,,,,,,260000.0,250000.0,,
TRIP COM GROUP ADR 1:1,US89677Q1076,,,,,,,,,,,,,,,,,,,,,8216.67,7519.0,10532.0,8637.0,9951.0,25088.0,
